"","Series","Ep.name","Season","Ep.Number","Ep.Rating","Length","Year","Votes","Genre.1","Genre2","Genre3","Series.Rating","TV.Rating","Location"
"1672","Vikings","The Usurper",3,5,8.5,44,2015,2360,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1673","Vikings","Born Again",3,6,8.6,45,2015,2927,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1674","Vikings","Paris",3,7,8.2,44,2015,2267,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1675","Vikings","To the Gates!",3,8,8.9,44,2015,4049,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1676","Vikings","Breaking Point",3,9,8.6,44,2015,2657,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1677","Vikings","The Dead",3,10,8.8,44,2015,3921,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1678","Vikings","A Good Treason",4,1,8.6,44,2016,2943,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1679","Vikings","Kill the Queen",4,2,8.4,44,2016,2284,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1680","Vikings","Mercy",4,3,8.2,44,2016,2210,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1681","Vikings","Yol",4,4,8.3,44,2016,2329,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1682","Vikings","Promised",4,5,7.9,45,2016,2164,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1683","Vikings","What Might Have Been",4,6,8.1,44,2016,2106,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1684","Vikings","The Profit and the Loss",4,7,8.5,44,2016,2221,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1685","Vikings","Portage",4,8,8.4,44,2016,2052,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1686","Vikings","Death All 'Round",4,9,8.2,44,2016,2055,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1687","Vikings","The Last Ship",4,10,8.8,44,2016,4677,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1688","Vikings","The Outsider",4,11,8.3,44,2016,2434,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1689","Vikings","The Vision",4,12,8.2,44,2016,2077,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1690","Vikings","Two Journeys",4,13,8.4,44,2016,1994,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1691","Vikings","In the Uncertain Hour Before the Morning",4,14,8.6,44,2016,2699,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1692","Vikings","All His Angels",4,15,9.2,44,2016,6675,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1693","Vikings","Crossings",4,16,8.6,43,2017,2765,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1694","Vikings","The Great Army",4,17,8.2,44,2017,1974,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1695","Vikings","Revenge",4,18,8.6,51,2017,2862,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1696","Vikings","On the Eve",4,19,8.6,44,2017,3125,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1697","Vikings","The Reckoning",4,20,8.6,44,2017,2604,"Action","Adventure","Drama",8.5,"TV-MA","Multiple"
"1698","Daredevil","Into the Ring",1,1,8.6,53,2015,8453,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1699","Daredevil","Cut Man",1,2,9,53,2015,7895,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1700","Daredevil","Rabbit in a Snowstorm",1,3,8.5,52,2015,6631,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1701","Daredevil","In the Blood",1,4,8.8,52,2015,6417,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1702","Daredevil","World on Fire",1,5,8.9,56,2015,6142,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1703","Daredevil","Condemned",1,6,9.1,48,2015,6271,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1704","Daredevil","Stick",1,7,8.8,50,2015,6099,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1705","Daredevil","Shadows in the Glass",1,8,9,53,2015,6034,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1706","Daredevil","Speak of the Devil",1,9,9.2,58,2015,6279,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1707","Daredevil","Nelson v. Murdock",1,10,8.6,57,2015,5755,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1708","Daredevil","The Path of the Righteous",1,11,8.9,59,2015,5674,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1709","Daredevil","The Ones We Leave Behind",1,12,8.8,60,2015,5603,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1710","Daredevil","Daredevil",1,13,9.4,56,2015,7649,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1711","Daredevil","Bang",2,1,9,48,2016,6363,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1712","Daredevil","Dogs to a Gunfight",2,2,8.8,50,2016,5465,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1713","Daredevil","New York's Finest",2,3,9.5,48,2016,7069,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1714","Daredevil","Penny and Dime",2,4,9.5,60,2016,6642,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1715","Daredevil","Kinbaku",2,5,8.5,56,2016,4902,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1716","Daredevil","Regrets Only",2,6,8.7,56,2016,4620,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1717","Daredevil","Semper Fidelis",2,7,8.8,56,2016,4537,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1718","Daredevil","Guilty as Sin",2,8,9.2,54,2016,4792,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1719","Daredevil","Seven Minutes in Heaven",2,9,9.5,59,2016,5712,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1720","Daredevil","The Man in the Box",2,10,9.2,52,2016,4624,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1721","Daredevil",".380",2,11,8.9,55,2016,4423,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1722","Daredevil","The Dark at the End of the Tunnel",2,12,9.1,52,2016,4557,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1723","Daredevil","A Cold Day in Hell's Kitchen",2,13,9.3,58,2016,5848,"Action","Crime","Drama",8.6,"TV-MA","New York"
"1724","Band of Brothers","Currahee",1,1,8.5,70,2001,4655,"Action","Drama","History",9.5,"TV-MA","France"
"1725","Band of Brothers","Day of Days",1,2,8.8,49,2001,4273,"Action","Drama","History",9.5,"TV-MA","France"
"1726","Band of Brothers","Carentan",1,3,8.7,62,2001,3848,"Action","Drama","History",9.5,"TV-MA","France"
"1727","Band of Brothers","Replacements",1,4,8.5,57,2001,3609,"Action","Drama","History",9.5,"TV-MA","France"
"1728","Band of Brothers","Crossroads",1,5,8.5,53,2001,3564,"Action","Drama","History",9.5,"TV-MA","France"
"1729","Band of Brothers","Bastogne",1,6,8.8,64,2001,3993,"Action","Drama","History",9.5,"TV-MA","France"
"1730","Band of Brothers","The Breaking Point",1,7,8.9,69,2001,3819,"Action","Drama","History",9.5,"TV-MA","France"
"1731","Band of Brothers","The Last Patrol",1,8,8.5,56,2001,3243,"Action","Drama","History",9.5,"TV-MA","France"
"1732","Band of Brothers","Why We Fight",1,9,9,55,2001,4041,"Action","Drama","History",9.5,"TV-MA","France"
"1733","Band of Brothers","Points",1,10,8.7,59,2001,3398,"Action","Drama","History",9.5,"TV-MA","France"
"1734","South Park","Unaired Pilot",1,1,7.7,28,2003,209,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1735","South Park","Cartman Gets an Anal Probe",1,2,8.2,22,1997,2608,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1736","South Park","Weight Gain 4000",1,3,7.9,22,1997,2046,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1737","South Park","Volcano",1,4,7.9,22,1997,1952,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1738","South Park","Big Gay Al's Big Gay Boat Ride",1,5,7.8,22,1997,1887,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1739","South Park","An Elephant Makes Love to a Pig",1,6,7.8,22,1997,1766,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1740","South Park","Death",1,7,8.2,22,1997,1819,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1741","South Park","Pinkeye",1,8,8.5,22,1997,1885,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1742","South Park","Starvin' Marvin",1,9,8.2,22,1997,1820,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1743","South Park","Mr. Hankey, the Christmas Poo",1,10,8.3,22,1997,1841,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1744","South Park","Damien",1,11,8.1,22,1998,1684,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1745","South Park","Tom's Rhinoplasty",1,12,8.1,22,1998,1682,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1746","South Park","Mecha-Streisand",1,13,7.8,22,1998,1724,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1747","South Park","Cartman's Mom Is a Dirty Slut",1,14,8.7,22,1998,2046,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1748","South Park","Terrance and Phillip in Not Without My Anus",2,1,6.6,22,1998,1862,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1749","South Park","Cartman's Mom is Still a Dirty Slut",2,2,8.5,21,1998,1760,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1750","South Park","Ike's Wee Wee",2,3,8.2,22,1998,1620,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1751","South Park","Chickenlover",2,4,8.2,22,1998,1647,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1752","South Park","Conjoined Fetus Lady",2,5,7.9,22,1998,1532,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1753","South Park","The Mexican Staring Frog of Southern Sri Lanka",2,6,7.8,22,1998,1518,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1754","South Park","City on the Edge of Forever",2,7,7.6,22,1998,1525,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1755","South Park","Summer Sucks",2,8,7.7,22,1998,1440,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1756","South Park","Chef's Salty Chocolate Balls",2,9,7.8,22,1998,1488,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1757","South Park","Chickenpox",2,10,8.1,22,1998,1452,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1758","South Park","Roger Ebert Should Lay Off the Fatty Foods",2,11,7.8,22,1998,1430,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1759","South Park","Clubhouses",2,12,8.1,22,1998,1411,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1760","South Park","Cow Days",2,13,7.8,22,1998,1392,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1761","South Park","Chef Aid",2,14,8,22,1998,1454,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1762","South Park","Spookyfish",2,15,8.6,21,1998,1650,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1763","South Park","Merry Christmas Charlie Manson!",2,16,8.2,22,1998,1490,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1764","South Park","Gnomes",2,17,8.5,22,1998,1595,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1765","South Park","Prehistoric Ice Man",2,18,8.1,22,1999,1461,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1766","South Park","Rainforest Shmainforest",3,1,8.5,22,1999,1778,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1767","South Park","Spontaneous Combustion",3,2,8.3,22,1999,1488,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1768","South Park","The Succubus",3,3,8.1,22,1999,1527,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1769","South Park","Jakovasaurs",3,4,6.7,22,1999,1529,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1770","South Park","Tweek vs. Craig",3,5,7.8,22,1999,1464,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1771","South Park","Sexual Harassment Panda",3,6,8.4,22,1999,1601,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1772","South Park","Cat Orgy",3,7,8.1,22,1999,1472,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1773","South Park","Two Guys Naked in a Hot Tub",3,8,8.2,22,1999,1425,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1774","South Park","Jewbilee",3,9,7.6,22,1999,1342,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1775","South Park","Korn's Groovy Pirate Ghost Mystery",3,10,8,22,1999,1557,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1776","South Park","Chinpokomon",3,11,8.8,22,1999,1836,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1777","South Park","Hooked on Monkey Fonics",3,12,8.1,22,1999,1358,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1778","South Park","Starvin' Marvin in Space",3,13,8.2,22,1999,1368,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1779","South Park","The Red Badge of Gayness",3,14,8.4,22,1999,1452,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1780","South Park","Mr. Hankey's Christmas Classics",3,15,7.4,22,1999,1429,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1781","South Park","Are You There God? It's Me, Jesus",3,16,8,22,1999,1335,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1782","South Park","World Wide Recorder Concert",3,17,8.2,22,2000,1323,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1783","South Park","The Tooth Fairy's Tats 2000",4,1,8.3,22,2000,1444,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1784","South Park","Cartman's Silly Hate Crime 2000",4,2,8.7,22,2000,1568,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1785","South Park","Timmy 2000",4,3,8.3,22,2000,1426,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1786","South Park","Quintuplets 2000",4,4,7.5,22,2000,1310,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1787","South Park","Cartman Joins NAMBLA",4,5,9,22,2000,2107,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1788","South Park","Cherokee Hair Tampons",4,6,8.2,22,2000,1347,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1789","South Park","Chef Goes Nanners",4,7,8.3,22,2000,1374,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1790","South Park","Something You Can Do with Your Finger",4,8,8.2,22,2000,1417,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1791","South Park","Do the Handicapped Go to Hell?",4,9,8.4,22,2000,1443,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1792","South Park","Probably",4,10,8.4,22,2000,1362,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1793","South Park","4th Grade",4,11,8.2,22,2000,1350,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1794","South Park","Trapper Keeper",4,12,8.2,22,2000,1377,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1795","South Park","Helen Keller! The Musical",4,13,7.9,22,2000,1298,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1796","South Park","Pip",4,14,7,22,2000,1462,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1797","South Park","Fat Camp",4,15,8.6,22,2000,1564,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1798","South Park","The Wacky Molestation Adventure",4,16,8.8,22,2000,1729,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1799","South Park","A Very Crappy Christmas",4,17,7.6,22,2000,1252,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1800","South Park","It Hits the Fan",5,1,8.5,22,2001,1608,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1801","South Park","Cripple Fight",5,2,8.4,22,2001,1533,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1802","South Park","Super Best Friends",5,3,8.4,22,2001,1453,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1803","South Park","Scott Tenorman Must Die",5,4,9.6,22,2001,5602,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1804","South Park","Terrance and Phillip: Behind the Blow",5,5,7.2,22,2001,1331,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1805","South Park","Cartmanland",5,6,8.9,22,2001,2079,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1806","South Park","Proper Condom Use",5,7,8.6,22,2001,1567,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1807","South Park","Towelie",5,8,8.4,22,2001,1712,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1808","South Park","Osama Bin Laden Has Farty Pants",5,9,8,22,2001,1581,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1809","South Park","How to Eat with Your Butt",5,10,8.1,22,2001,1471,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1810","South Park","The Entity",5,11,8.3,22,2001,1415,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1811","South Park","Here Comes the Neighborhood",5,12,8.2,22,2001,1418,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1812","South Park","Kenny Dies",5,13,8.9,22,2001,2009,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1813","South Park","Butters' Very Own Episode",5,14,8.9,22,2001,2159,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1814","South Park","Jared Has Aides",6,1,8.2,22,2002,1456,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1815","South Park","Asspen",6,2,8.4,22,2002,1670,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1816","South Park","Freak Strike",6,3,8.1,22,2002,1384,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1817","South Park","Fun with Veal",6,4,8.1,22,2002,1373,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1818","South Park","The New Terrance and Phillip Movie Trailer",6,5,8.2,22,2002,1530,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1819","South Park","Professor Chaos",6,6,8.6,22,2002,1591,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1820","South Park","The Simpsons Already Did It",6,7,8.9,22,2002,2142,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1821","South Park","Red Hot Catholic Love",6,8,8.3,22,2002,1535,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1822","South Park","Free Hat",6,9,8.4,22,2002,1520,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1823","South Park","Bebe's Boobs Destroy Society",6,10,8.3,22,2002,1538,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1824","South Park","Child Abduction Is Not Funny",6,11,8.6,22,2002,1538,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1825","South Park","A Ladder to Heaven",6,12,8.8,22,2002,1736,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1826","South Park","The Return of the Fellowship of the Ring to the Two Towers",6,13,9.3,22,2002,3149,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1827","South Park","The Death Camp of Tolerance",6,14,8.8,22,2002,1744,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1828","South Park","The Biggest Douche in the Universe",6,15,8.7,22,2002,1701,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1829","South Park","My Future Self n' Me",6,16,8.6,22,2002,1547,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1830","South Park","Red Sleigh Down",6,17,8.1,22,2002,1398,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1831","South Park","Cancelled",7,1,8.5,22,2003,1641,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1832","South Park","Krazy Kripples",7,2,8.2,22,2003,1485,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1833","South Park","Toilet Paper",7,3,8.4,22,2003,1480,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1834","South Park","I'm a Little Bit Country",7,4,8.2,22,2003,1438,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1835","South Park","Fat Butt and Pancake Head",7,5,8.5,22,2003,1694,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1836","South Park","Lil' Crime Stoppers",7,6,8.6,22,2003,1525,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1837","South Park","Red Man's Greed",7,7,7.7,22,2003,1318,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1838","South Park","South Park Is Gay",7,8,8.3,22,2003,1544,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1839","South Park","Christian Rock Hard",7,9,9,22,2003,2259,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1840","South Park","Grey Dawn",7,10,8.3,22,2003,1389,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1841","South Park","Casa Bonita",7,11,9.2,22,2003,2458,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1842","South Park","All About Mormons",7,12,8.9,22,2003,2137,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1843","South Park","Butt Out",7,13,8.1,22,2003,1422,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1844","South Park","Raisins",7,14,8.5,22,2003,1605,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1845","South Park","It's Christmas in Canada",7,15,7.8,22,2003,1334,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1846","South Park","Good Times with Weapons",8,1,9.1,22,2004,2746,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1847","South Park","Up the Down Steroid",8,2,8.5,22,2004,1659,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1848","South Park","The Passion of the Jew",8,3,8.7,22,2004,2008,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1849","South Park","You Got F'd in the A",8,4,8.2,22,2004,1537,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1850","South Park","AWESOM-O",8,5,9.2,22,2004,2747,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1851","South Park","The Jeffersons",8,6,8.7,22,2004,1842,"Animation","Comedy","",8.7,"TV-MA","Colorado"
"1852","South Park","Goobacks",8,7,8.4,22,2004,1639,"Animation","Comedy","",8.7,"TV-MA","Colorado"
